povědaaše|повѣдааше
ĺuty|лютъі
|
mǫky|мѫкъі
ležǞaxǫ|лежаахѫ
bo|бо
darove|дарове
mъnogi|мъноѕи
otъ|отъ
kěsaŕǞ|цѣсарꙗ
da|да
jьže|иже
obrětъ|обрѣтъ
|
perdastъ|прѣдастъ
to|то
tъ|тъ
da|да
vъzьmetъ|възьметъ
dary|даръі
i|и
tako|тако
vьxakojęjeję|вьсꙗкоѩѥѩ
pakosti|пакости
i|и
vьxakojęjeję|вьсꙗкоѩѥѩ
bědy|бѣдъі
vьxa|вьсꙗ
vьxǫdu|вьсѭдоу
jьspĺ̥nišę|испльнишѧ
sę|сѧ
gospodь|господь
že|же
|
vьxěmъ|вьсѣмъ
podvigajǫћemъjimъ|подвиѕаѭщиимъ
sę|сѧ
na|на
mǫčenьje|мѫчениѥ
akože|акоже
bystъ|бъістъ
o|о
slavьnujeju|славьноуѥю
mǫčeniku|мѫченицоу
|
i|и
|
sьjǞ|сиꙗ
ubo|оубо
|
mǫčenika|мѫченица
vojьna|воина
běasta|бѣаста
u|оу
togo|того
kъnęga|кънѧга
mǫčęћǞjego|мѫчѧщаѥго
|
jьnъ|инъ
že|же
nikъtože|никътоже
ne|не
běaše|бѣаше
jemu|ѥмоу
jьzvěstьnъ|извѣстьнъ
razvě|развѣ
seju|сею
o|о
mǫčenьji|мѫчении
ĺuta|люта
bo|бо
i|и
|
sǫћǞ|сѫща
na|на
božьję|божиѩ
orby|рабъі
bysta|бъіста
ĺutějьšǞ|лютѣиша
posъlana|посълана
že|же
bysta|бъіста
|
i|и
|
mǫčitъ|мѫчитъ
rekomyję|рекомъіѩ
orby|рабъі
božьję|божиѩ
sъvęzati|съвѧзати
že|же
vьxę|вьсѧ
|
sę|сѧ
kъ|къ
ńimъ|н҄имъ
i|и
toję|тоѩ
že|же
věry|вѣръі
sǫћęję|сѫщѧѩ
jьdoste|идосте
že|же
|
|
mǫky|мѫкъі
tako|тако
ubo|оубо
myslęћema|мъіслѧщема
jima|има
bystъ|бъістъ
něčьto|нѣчьто
sike|сице
nevěrьnomъjimъ|невѣрьнъіимъ
ne|не
|
věrьnomъjimъ|вѣрьнъіимъ
že|же
i|и
gělo|ѕѣло
ne|не
|
ogńь|огн҄ь
bo|бо
mъnogъ|мъногъ
﻿sъ|﻿съ
velikomь|великомь
šumomь|шоумомь
na|на
|
vъjьnǫ|въіинѫ
golsъ|гласъ
|
kamo|камо
sę|сѧ
podvigajeta|подвиѕаѥта
|
i|и
|
|
li|ли
orbomъ|рабомъ
mojimъ|моимъ
pertita|прѣтита
ne|не
|
těmъ|тѣмъ
ni|ни
že|же
jixъ|ихъ
pobědita|побѣдита
nъ|нъ
bǫdeta|бѫдета
i|и
va|ва
﻿sъ|﻿съ
ńimi|н҄ими
tako|тако
mъně|мънѣ
|
va|ва
se|се
slyšǞvъšǞ|слъішавъша
ĺutajǞ|лютаꙗ
ta|та
i|и
|
i|и
|
padoste|падосте
na|на
zemĺi|земл҄и
ne|не
|
ni|ни
|
togo|того
ni|ни
golsa|гласа
|
|
i|и
liki|лици
|
kъto|къто
sьjь|сии
jestъ|ѥстъ
rekoste|рекосте
velikъjь|великъіи
bogъ|богъ
avivъjь|авивъіи
sę|сѧ
i|и
golgolavъjь|глаголавъіи
kъ|къ
nama|нама
bolžena|блажена
byxově|бъіховѣ
byla|бъіла
aћe|аще
byxově|бъіховѣ
orba|раба
jego|ѥго
byla|бъіла
se|се
jima|има
﻿sъ|﻿съ
velikomь|великомь
straxomь|страхомь
golgoĺǫћema|глаголѭщема
orzdьra|раздьра
sę|сѧ
ogńьnъjь|огн҄ьнъіи
obvolkъ|облакъ
i|и
sta|ста
i|и
golsъ|гласъ
jьz|из
ńego|н҄его
bystъ|бъістъ
vъstaněta|въстанѣта
golgoĺę|глаголѩ
i|и
pokajita|покаита
sę|сѧ
i|и
grěxi|грѣси
vaju|ваю
ostavĺǞjǫtъ|оставлꙗѭтъ
sę|сѧ
i|и
|
|
sę|сѧ
vъstasta|въстаста
﻿sъ|﻿съ
|
i|и
viděsta|видѣста
někogo|нѣкого
vъ|въ
bělaxъ|бѣлахъ
rizaxъ|ризахъ
|
obvolka|облака
sědęћǞ|сѣдѧща
mъnogy|мъногъі
že|же
perstojęћę|прѣстоѩщѧ
užǞsъšǞ|оужасъша
že|же
sę|сѧ
|
togo|того
rekoste|рекосте
prijьmi|приими
na|на
gospodi|господи
otъvětъ|отъвѣтъ
tvoręћema|творѧщема
o|о
ńixъže|н҄ихъже
sъgrěšǞaxově|съгрѣшааховѣ
to|то
jima|има
rekъšema|рекъшема
bez|без
věsti|вѣсти
abьje|абиѥ
bystъ|бъістъ
obvolkъ|облакъ
sьjǞ|сиꙗ
že|же
plakaasta|плакааста
sę|сѧ
i|и
tǫžǞasta|тѫжааста
o|о
tomь|томь
ježe|ѥже
sъtvorista|сътвориста
zъlo|зъло
mъnogo|мъного
i|и
modĺǞasta|модлꙗаста
﻿sъ|﻿съ
slьzami|сльзами
pripadajǫћǞ|припадаѭща
prošenьjǞ|прошениꙗ
prosęћǞ|просѧща
o|о
sъgrěšenьjixъ|съгрѣшениихъ
jeju|ѥю
prišьdъšema|пришьдъшема
že|же
jima|има
blizъ|близъ
|
živyjь|живъіи
vъ|въ
gordě|градѣ
nadějǞaxǫ|надѣꙗахѫ
sę|сѧ
zъlo|зъло
něčьto|нѣчьто
prijęti|приѩти
otъ|отъ
ńeju|н҄ею
sǫћemъjimъ|сѫщиимъ
tu|тоу
|
ona|она
že|же
abьje|абиѥ
prišьdъšǞ|пришьдъша
kъ|къ
pretoru|претороу
ježe|ѥже
jestъ|ѥстъ
|
jьђeže|иждеже
jima|има
běaše|бѣаше
povelělъ|повелѣлъ
perbyvati|прѣбъівати
kъnęgь|кънѧѕь
zabysta|забъіста
že|же
o|о
ńemьže|н҄емьже
běasta|бѣаста
posъlana|посълана
ni|ни
kěsaŕǞ|цѣсарꙗ
zakona|закона
ni|ни
zapovědьjь|заповѣдии
pomьněsta|помьнѣста
nъ|нъ
pače|паче
božьjь|божии
zakonъ|законъ
jьzvolista|изволиста
ježe|ѥже
jestъ|ѥстъ
sъpasenьje|съпасениѥ
duši|доуши
i|и
tělu|тѣлоу
vъlězъšǞ|вълѣзъша
že|же
vъ|въ
tьmьnikǫ|тьмьницѫ
orzrěšista|разрѣшиста
abьje|абиѥ
sǫћęję|сѫщѧѩ
tu|тоу
bratrьjǫ|братриѭ
ję|ѩ
narikajǫћǞ|нарицаѭща
byvъšeje|бъівъшеѥ
že|же
avĺenьje|авл҄ениѥ
|
i|и
ako|ако
i|и
vě|вѣ
xoћevě|хощевѣ
|
byti|бъіти
povědaasta|повѣдааста
|
mъnogomъjimъ|мъногъіимъ
mьněaše|мьнѣаше
sę|сѧ
dělu|дѣлоу
|
byti|бъіти
|
i|и
|
slovǫћǞjǞ|словѫщаꙗ
pri|при
|
i|и
pri|при
|
i|и
kъnęgemь|кънѧѕемь
posъlana|посълана
na|на
|
mǫčitъ|мѫчитъ
ona|она
že|же
nebergъšǞ|небрѣгъша
povelěnьjǞ|повелѣниꙗ
kъnęgь|кънѧѕь
pače|паче
|
prijьmeta|приимета
slyšǞvъ|слъішавъ
že|же
kъnęgь|кънѧѕь
byvъšǞjǞ|бъівъшаꙗ
prijьde|прииде
vъ|въ
|
i|и
prizъvavъ|призъвавъ
jǞ|ꙗ
reče|рече
čьto|чьто
va|ва
bystъ|бъістъ
vьxěxъ|вьсѣхъ
čьlověkъ|чьловѣкъ
|
kako|како
|
duši|доуши
vaju|ваю
|
|
sę|сѧ
|
li|ли
bysta|бъіста
povědita|повѣдита
mi|ми
nъ|нъ
umъ|оумъ
li|ли
jesta|ѥста
pogubila|погоубила
sъberěta|съберѣта
umъ|оумъ
i|и
pomęněta|помѧнѣта
sę|сѧ
da|да
ne|не
toђe|тожде
prijьmeta|приимета
ježe|ѥже
|
jьněmъ|инѣмъ
sъtvorista|сътвориста
ona|она
že|же
otъvěћǞvъšǞ|отъвѣщавъша
rekoste|рекосте
|
tvorixově|твориховѣ
to|то
uvěděxově|оувѣдѣховѣ
gospoda|господа
jьstinьnoje|истиньноѥ
slovo|слово
vědomoje|вѣдомоѥ
orzuměxově|разоумѣховѣ
komu|комоу
sъtvoŕǞaxově|сътворꙗаховѣ
﻿sъ|﻿съ
těmi|тѣми
xoћevě|хощевѣ
byti|бъіти
﻿sъ|﻿съ
těmi|тѣми
želajevě|желаѥвѣ
žiti|жити
|
da|да
by|бъі
obrětlъ|обрѣтлъ
ĺutějьšę|лютѣишѧ
i|и
|
da|да
byšę|бъішѧ
ta|та
že|же
i|и
nama|нама
sъdělali|съдѣлали
ježe|ѥже
i|и
bě|бѣ
o|о
orběxъ|рабѣхъ
božьjixъ|божиихъ
o|о
|
|
věry|вѣръі
|
ńimiže|н҄имиже
i|и
na|на
da|да
byxově|бъіховѣ
sъpodobila|съподобила
sę|сѧ
|
otъvěћǞjevě|отъвѣщаѥвѣ
o|о
ńixъže|н҄ихъже
sъgrěšǞaxově|съгрѣшааховѣ
i|и
to|то
jima|има
rekъšema|рекъшема
povelě|повелѣ
kъnęgь|кънѧѕь
biti|бити
jǞ|ꙗ
žьzlomь|жьзломь
po|по
rebromъ|ребромъ
i|и
|
|
|
rany|ранъі
jeju|ѥю
i|и
ne|не
uspě|оуспѣ
ničьsože|ничьсоже
viděaše|видѣаше
že|же
jǞ|ꙗ
|
tŕ̥pęћǞ|трьпѧща
|
že|же
poběђenъ|побѣжденъ
byvъ|бъівъ
otъvětъ|отъвѣтъ
dastъ|дастъ
o|о
ńeju|н҄ею
ogńu|огню
perdati|прѣдати
jǞ|ꙗ
povelě|повелѣ
ona|она
že|же
i|и
|
jima|има
rany|ранъі
|
|
i|и
﻿sъ|﻿съ
postradavъšijimi|пострадавъшиими
pričьtъšǞ|причьтъша
sę|сѧ
kupьno|коупьно
﻿sъ|﻿съ
svętyjimi|свѧтъіими
mǫčeniky|мѫченикъі
sъpodobista|съподобиста
sę|сѧ
prijęti|приѩти
nebesьskoje|небесьскоѥ
kěsaŕьstvo|цѣсар҄ьство
sъkonьčǞsta|съконьчаста
že|же
sę|сѧ
svętajǞ|свѧтаꙗ
božьjǞ|божиꙗ
mǫčenika|мѫченица
vъ|въ
|
gordě|градѣ
o|о
xristosě|христосѣ
gospodi|господи
našemь|нашемь
sь|сь
ńimьže|н҄имьже
otьku|отьцоу
slava|слава
i|и
dŕ̥žǞva|дрьжава
﻿sъ|﻿съ
svętomьjimь|свѧтъіимь
duxomь|доухомь
nyně|нъінѣ
i|и
prisno|присно
i|и
vъ|въ
věky|вѣкъі
věkomъ|вѣкомъ
aminь|аминь
měsęka|мѣсѧка
|
|
corrupted morphology tag|црароуптед мрапhологъі таг
mǫka|мѫка
svętajego|свѧтаѥго
|
i|и
učenikъ|оученикъ
jego|ѥго
|
tъgъda|тъгъда
prišьdъšu|пришьдъшоу
vъ|въ
|
gordъ|градъ
ne|не
bo|бо
jestъ|ѥстъ
kěsaŕemь|цѣсар҄емь
togo|того
nareћi|нарещи
dovьlějetъ|довьлѣѥтъ
bo|бо
jemu|ѥмоу
bezakonьnikomь|безаконьникомь
i|и
|
zъvati|зъвати
jь|и
zańe|зан҄е
zapovědi|заповѣди
božьję|божиѩ
perstǫpivъšu|прѣстѫпивъшоу
jemu|ѥмоу
|
žŕ̥ti|жрьти
tъ|тъ
bo|бо
naučivъ|наоучивъ
sę|сѧ
božьjemъ|божиѥмъ
slovesьmъ|словесьмъ
i|и
postavĺenъ|поставл҄енъ
byvъ|бъівъ
|
|
i|и
nosivъ|носивъ
perčistyję|прѣчистъіѩ
tajьny|таинъі
vъ|въ
olъtaŕi|олътар҄и
perstojǞlъ|прѣстоꙗлъ
služę|слоужѧ
perstǫpi|прѣстѫпи
svojь|свои
|
pače|паче
že|же
ne|не
perstǫpi|прѣстѫпи
nъ|нъ
togo|того
bogъ|богъ
ako|ако
nedostojьna|недостоина
|
sъtvori|сътвори
ako|ако
ijudovǫ|июдовѫ
podražǞvъšǞ|подражавъша
|
vъšьdъ|въшьдъ
ubo|оубо
vъ|въ
|
gordъ|градъ
|
gońǞaše|гонꙗаше
a|а
jiže|иже
ję|ѩ
gońǞaše|гонꙗаше
to|то
ty|тъі
|
i|и
|
jьny|инъі
že|же
nǫђǞaše|нѫждааше
boga|бога
otъverћi|отъврѣщи
sę|сѧ
da|да
sъkonьčǞjetъ|съконьчаѥтъ
sę|сѧ
rečenoje|реченоѥ
apostolu|апостолоу
rekъšu|рекъшоу
|
že|же
čьlověki|чьловѣци
i|и
|
na|на
goŕьšeje|гор҄ьшеѥ
|
lьstęћeji|льстѧщеи
lьstьmi|льстьми
stojęћeji|стоѩщеи
že|же
na|на
|
kameni|камени
rǫgaaxǫ|рѫгаахѫ
sę|сѧ
tomu|томоу
běaše|бѣаше
bo|бо
mǫžь|мѫжь
tъ|тъ
ne|не
prostъ|простъ
i|и
|
nъ|нъ
|
slavojǫ|славоѭ
i|и
jьměnьjemь|имѣниѥмь
|
na|на
pěsъkě|пѣсъцѣ
dušę|доушѧ
|
tъ|тъ
ubo|оубо
vъšьdъ|въшьдъ
vъ|въ
gordъ|градъ
vъ|въ
kŕ̥kъve|црькъве
velikǫjǫ|велицѫѭ
jǫže|ѭже
sъzьda|съзьда
kěsaŕь|цѣсар҄ь
|
ukori|оукори
i|и
|
jǫ|ѭ
|
|
sъtvorivъ|сътворивъ
jǫ|ѭ
a|а
olъtaŕь|олътар҄ь
svojemu|своѥмоу
|
otъlǫči|отълѫчи
|
takova|такова
že|же
i|и
takovajǞ|таковаꙗ
zъla|зъла
čьstьnějejь|чьстьнѣѥи
božьji|божии
kŕ̥kъvi|црькъви
pokaza|показа
na|на
togo|того
ubo|оубо
|
|
vъsta|въста
otъ|отъ
|
i|и
nǫђǞ|нѫжда
jemu|ѥмоу
běaše|бѣаше
jьti|ити
voji|вои
tъ|тъ
že|же
jьsxoђǞaše|исхождааше
na|на
|
jьdǫћu|идѫщоу
že|же
jemu|ѥмоу
na|на
pǫtь|пѫть
|
pristǫpivъše|пристѫпивъше
kъ|къ
ńemu|н҄емоу
navadišę|навадишѧ
na|на
pravьdьnika|правьдьница
|
tъgъda|тъгъда
|
|
prijьmъ|приимъ
vadivъšęję|вадивъшѧѩ
ty|тъі
otъvěћǞ|отъвѣща
golgoĺę|глаголѩ
šьdъše|шьдъше
priveděte|приведѣте
mi|ми
jь|и
to|то
slyšǞvъše|слъішавъше
|
radi|ради
byšę|бъішѧ
slavęћe|славѧще
|
da|да
|
i|и
|
bǫdetъ|бѫдетъ
jьže|иже
otъ|отъ
ńego|н҄его
na|на
|
běšenьje|бѣшениѥ
i|и
tekъše|текъше
kъ|къ
|
svętajego|свѧтаѥго
|
viděšę|видѣшѧ
jь|и
|
|
obrazъ|образъ
jьmǫћǞ|имѫща
stojęћǞ|стоѩща
i|и
|
rǫkě|рѫцѣ
na|на
nebo|небо
i|и
|
|
|
bogu|богоу
kupьno|коупьно
﻿sъ|﻿съ
dъvěma|дъвѣма
učenikoma|оученикома
svojima|своима
i|и
|
ubo|оубо
|
byvъše|бъівъше
golgolaaxǫ|глаголаахѫ
drugъ|дроугъ
kъ|къ
drugu|дроугоу
kako|како
ubo|оубо
vъzmožemъ|възможемъ
pristǫpiti|пристѫпити
kъ|къ
takovujemu|таковоуѥмоу
mǫčiteĺu|мѫчителю
ili|или
kǫjǫ|кѫѭ
vinǫ|винѫ
obręћemъ|обрѧщемъ
na|на
|
jego|ѥго
jeda|ѥда
priobręћemъ|приобрѧщемъ
grěxъ|грѣхъ
sebě|себѣ
drugiji|дроуѕии
že|же
golgolaaxǫ|глаголаахѫ
|
jь|и
otъ|отъ
perdělъ|прѣдѣлъ
sixъ|сихъ
aћe|аще
li|ли
vьxę|вьсѧ
ĺudi|люди
privelčetъ|привлѣчетъ
kъ|къ
sebě|себѣ
i|и
věrujǫtъ|вѣроуѭтъ
kъ|къ
roђьšujemu|рождьшоуѥмоу
sę|сѧ
otъ|отъ
marijǞ|мариꙗ
jegože|ѥгоже
orspęšę|распѧшѧ
někъgъda|нѣкъгъда
ako|ако
|
sъmŕ̥ti|съмрьти
sǫћǞ|сѫща
﻿sъ|﻿съ
dъvěma|дъвѣма
orzbojьnikoma|разбоиникома
|
kěsaŕu|цѣсарю
ubo|оубо
na|на
|
gněvajǫћu|гнѣваѭщоу
sę|сѧ
i|и
|
i|и
kъnęgemъ|кънѧѕемъ
kъto|къто
|
sego|сего
ubiti|оубити
gręděte|грѧдѣте
ubo|оубо
vidimъ|видимъ
čьto|чьто
sǫtъ|сѫтъ
i|и
vъšьdъšemъ|въшьдъшемъ
|
mǫžǞ|мѫжа
togo|того
svętajego|свѧтаѥго
viděšę|видѣшѧ
jь|и
stojęћь|стоѩщь
﻿sъ|﻿съ
dъvěma|дъвѣма
učenikoma|оученикома
jego|ѥго
modlitvǫ|модлитвѫ
šestajego|шестаѥго
čǞsa|часа
tvoręћǞ|творѧща
i|и
golgolašę|глаголашѧ
jemu|ѥмоу
jьzidi|изиди
|
sę|сѧ
na|на
pǫtь|пѫть
kъ|къ
kěsaŕu|цѣсарю
onъ|онъ
že|же
ne|не
otъvěћǞ|отъвѣща
jimъ|имъ
nъ|нъ
perbyvaaše|прѣбъівааше
vъ|въ
modlitvě|модлитвѣ
svojejь|своѥи
i|и
paky|пакъі
|
jemu|ѥмоу
jьzidi|изиди
gotovi|готови
sę|сѧ
na|на
|
kъ|къ
kěsaŕu|цѣсарю
tu|тоу
bo|бо
prixoditъ|приходитъ
onъ|онъ
že|же
ne|не
xotę|хотѧ
ostaviti|оставити
modlitvy|модлитвъі
ne|не
otъvěћǞ|отъвѣща
jimъ|имъ
slovese|словесе
abьje|абиѥ
že|же
|
|
|
ustrьmišę|оустрьмишѧ
sę|сѧ
na|на
ńь|н҄ь
skrьžьћǫћe|скрьжьщѫще
zǫby|зѫбъі
i|и
vъzemĺǫћe|въземлѭще
kamenьje|камениѥ
metaaxǫ|метаахѫ
na|на
ńь|н҄ь
i|и
na|на
oba|оба
učenika|оученица
jego|ѥго
|
že|же
|
|
metašę|меташѧ
kamenьje|камениѥ
na|на
pravьdьnika|правьдьница
|
napĺ̥nišę|напльнишѧ
|
kamenьjǞ|камениꙗ
akože|акоже
ne|не
znati|знати
|
i|и
tako|тако
svętъjь|свѧтъіи
perdastъ|прѣдастъ
dušǫ|доушѫ
gospodu|господоу
﻿sъ|﻿съ
dъvěma|дъвѣма
učenikoma|оученикома
svojima|своима
i|и
bystъ|бъістъ
pravьdьniku|правьдьницоу
i|и
učenikoma|оученикома
jego|ѥго
grobъ|гробъ
|
ta|та
i|и
tekъše|текъше
pobivъšiji|побивъшии
pravьdьnika|правьдьница
vъzvěstišę|възвѣстишѧ
kěsaŕu|цѣсарю
|
vьxa|вьсꙗ
byvъšǞjǞ|бъівъшаꙗ
i|и
ako|ако
my|мъі
pravьdьnika|правьдьница
pobixomъ|побихомъ
o|о
|
|
o|о
ježe|ѥже
tъgъda|тъгъда
|
nevěrьnъjixъ|невѣрьнъіихъ
čьlověkъ|чьловѣкъ
ubivajǫћьjixъ|оубиваѭщиихъ
věrьnajǞ|вѣрьнаꙗ
i|и
pravьdǫ|правьдѫ
krъvьmi|кръвьми
oskvŕ̥niti|оскврьнити
|
sę|сѧ
i|и
vьxa|вьсꙗ
města|мѣста
|
akože|акоже
pobiti|побити
|
dělateĺǞ|дѣлателꙗ
nъ|нъ
|
ostavivъ|оставивъ
ježe|ѥже
|
těxъ|тѣхъ
na|на
|
|
kъ|къ
svętujemu|свѧтоуѥмоу
|
pověstьmъ|повѣстьмъ
vъzvorћǫ|възвращѫ
sę|сѧ
město|мѣсто
ubo|оубо
svętajego|свѧтаѥго
|
pogubĺeno|погоубл҄ено
i|и
bez|без
věsti|вѣсти
bystъ|бъістъ
|
kamenьjemь|камениѥмь
ježe|ѥже
na|на
|
metašę|меташѧ
|
|
mъnogomь|мъногомь
i|и
tŕ̥nьjemь|трьниѥмь
tako|тако
bo|бо
i|и
do|до
|
dьne|дьне
jestъ|ѥстъ
|
gory|горъі
toję|тоѩ
peršьdъšema|прѣшьдъшема
že|же
dъvěma|дъвѣма
lětoma|лѣтома
po|по
sъkonьčǞnьji|съконьчании
svętajego|свѧтаѥго
|
sę|сѧ
kupьku|коупьцоу
|
gъnavъšu|гънавъшоу
velьbǫdy|вельбѫдъі
svoję|своѩ
i|и
pasti|пасти
ję|ѩ
na|на
městě|мѣстѣ
tomь|томь
pasǫћemъ|пасѫщемъ
že|же
sę|сѧ
velьbǫdomъ|вельбѫдомъ
tu|тоу
po|по
|
jedьna|ѥдьна
otъ|отъ
ńixъ|н҄ихъ
šьdъši|шьдъши
blizъ|близъ
vьsi|вьси
vъlěze|вълѣзе
vъ|въ
ńivǫ|н҄ивѫ
jǞsti|ꙗсти
xotęћi|хотѧщи
tǫ|тѫ
že|же
viděvъ|видѣвъ
gospodinъ|господинъ
ńivy|н҄ивъі
toję|тоѩ
teče|тече
jьzgъnati|изгънати
jǫ|ѭ
jьzgonima|изгонима
že|же
vъpade|въпаде
sę|сѧ
vъ|въ
|
i|и
|
nogǫ|ногѫ
perdьńǫjǫ|прѣдьнѭѭ
i|и
|
byvъši|бъівъши
meђu|междоу
gospodinomь|господиномь
velьbǫda|вельбѫда
i|и
gospodinomь|господиномь
ńivy|н҄ивъі
povŕ̥že|поврьже
jǫ|ѭ
vъ|въ
gorě|горѣ
na|на
městě|мѣстѣ
jьdeže|идеже
ležǞaše|лежааше
svętъjь|свѧтъіи
ne|не
vidimъ|видимъ
nikъjimьže|никъіимьже
šьdъ|шьдъ
ubo|оубо
gospodinъ|господинъ
jeję|ѥѩ
vъ|въ
|
gordъ|градъ
i|и
pověda|повѣда
kъnęgu|кънѧгоу
o|о
ńivě|н҄ивѣ
i|и
kako|како
|
jemu|ѥмоу
velьbǫdъ|вельбѫдъ
velьbǫdu|вельбѫдоу
že|же
ostavĺenu|оставл҄еноу
byvъšu|бъівъшоу
tu|тоу
do|до
četyrъ|четъіръ
dьnьjь|дьнии
i|и
ležęћu|лежѧщоу
na|на
městě|мѣстѣ
i|и
|
sę|сѧ
vъstati|въстати
i|и
|
nogy|ногъі
ne|не
mogǫћu|могѫщоу
utvŕ̥diti|оутврьдити
|
i|и
vъnide|въниде
jemu|ѥмоу
noga|нога
vъ|въ
|
|
jьdeže|идеже
běaxǫ|бѣахѫ
|
svętъjixъ|свѧтъіихъ
i|и
abьje|абиѥ
utvŕ̥di|оутврьди
sę|сѧ
noga|нога
velьbǫdu|вельбѫдоу
i|и
bystъ|бъістъ
sъdorva|съдрава
prišьdъ|пришьдъ
že|же
gospodinъ|господинъ
jego|ѥго
priteče|притече
kъ|къ
ńemu|н҄емоу
velьbǫdъ|вельбѫдъ
že|же
viděvъ|видѣвъ
jь|и
jьstr̥že|истръже
nogǫ|ногѫ
svojǫ|своѭ
i|и
teče|тече
i|и
sъrěte|сърѣте
jь|и
onъ|онъ
že|же
viděvъ|видѣвъ
jь|и
i|и
vъ|въ
|
byvъ|бъівъ
xvaĺǞaše|хвалꙗаше
i|и
slavĺǞaše|славлꙗаше
gospoda|господа
vъprašǞaxǫ|въпрашаахѫ
že|же
jego|ѥго
družina|дроужина
jemu|ѥмоу
čьto|чьто
