jьz|из 
božьstvьnovъ|божествьнов božьstvьnaxъ|божествьнах božьstvьnamъ|божествьнам božьstvьnama|божествьнама božьstvьno|божествьно božьstvьnu|божествьну božьstvьněxъ|божествьнех božьstvьnomъ|божествьном božьstvьny|божествьны božьstvьnoju|божествьною božьstvьni|божествьни božьstvьnoma|божествьнома božьstvьnъmь|божествьномь božьstvьne|божествьне božьstvьně|божествьне božьstvьna|божествьна božьstvьnami|божествьнами božьstvьnu|божествьну božьstvьnъ|божствен 
rěčьmъ|речем rěčьma|речма rěčьju|речью rěčьju|речью rěčьmi|речми rěčьxъ|речех rěčьjь|речей 
trudъmь|трудомь 
čьstě|чсте čьsta|чста čьstami|чстами čьstaxъ|чстах čьstьxъ|чстех čьstьmъ|чстем čьstьma|честьма čьst~u|чст~у čьstamъ|чстам čьstьju|честью čьstьju|честью čьsti|чсти čьstьmi|честьми čьstьjь|чстей čьstь|честь 
čьstьnovъ|честьнов čьstьnaxъ|честьнах čьstьnamъ|честьнам čьstьnama|честьнама čьstьno|честьно čьstьnoju|честьною čьstьněxъ|честьнех čьstьnomъ|честьном čьstьny|честьны čьstьni|честьни čьstьne|честьне čьstьnoma|честьнома čьstьnъmь|честьномь čьstьnu|честьну čьstьně|честьне čьstьnami|честьнами čьstьnu|честьну čьstьna|честьна čьstьnъ|чстен 
gospodinъmь|господиномь 
jьstinaxъ|истинах jьstinami|истинами jьstinъ|истин jьstinamъ|истинам jьstinama|истинама jьstinu|истину jьstino|истино jьstinoju|истиною jьstiny|истины jьstinu|истину jьstině|истине jьstina|истина 
jьměnьjaxъ|именьях jьměnьjamъ|именьям jьměnьjě|именье jьměnьjixъ|именьих jьměnьjemъ|именьем jьměnьjema|именьема jьměnьjь|именей jьměnьji|именьи jьměnьju|именью jьměnьjemь|именьемь jьměnьja|именья jьměnьjami|именьями jьměnьje|именье 
pravьdьnovъ|праведьнов pravьdьnamъ|праведьнам pravьdьnama|праведьнама pravьdьnoju|праведьною pravьdьněxъ|праведьнех pravьdьnomъ|праведьном pravьdьny|праведьны pravьdьnami|праведьнами pravьdьnoma|праведьнома pravьdьne|праведьне pravьdьnъmь|праведьномь pravьdьně|праведьне pravьdьno|праведьно pravьdьnu|праведьну pravьdьni|праведьни pravьdьnu|праведьну pravьdьnaxъ|праведьнах pravьdьna|праведьна pravьdьnъ|правьден 
godъmь|годомь 
ḱelьjami|ḱельями ḱelьjaxъ|ḱельях ḱelьjamъ|ḱельям ḱelьjь|ḱелей ḱelьjě|ḱелье ḱelьjama|ḱельяма ḱelьju|ḱелью ḱelьje|ḱелье ḱelьjeju|ḱельею ḱelьjě|ḱелье ḱelьju|ḱелью ḱelьji|ḱельи ḱelьja|ḱелья 
životъmь|животомь 
sъtami|стами sъtaxъ|стах sъtamъ|стам sъty|сты sъtovъ|стов sъtěxъ|стех sъtomъ|стом sъtъ|сот sъtoma|стома sъtъmь|стомь sъtě|сте sъtu|сту sъta|ста sъto|сто 
věstьmi|вестьми věstьxъ|вестех věstьmъ|вестем věstьjь|вестей věstьma|вестьма věstьju|вестью věstьju|вестью 
sḷnьky|солнькы sḷnьkomъ|солньком sḷnьkъ|солнек sḷnьkoma|солнькома sḷnьkomь|солнькомь sḷnьko|солнько sḷnьcě|солньце sḷnьcixъ|солньцих sḷnьcь|солнец sḷnьcema|солньцема sḷnьcemь|солньцемь sḷnьcemъ|солньцем sḷnьci|солньци sḷnьca|солньца sḷnьcěxъ|солньцех sḷnьcu|солньцу sḷnьce|солньце 
obyčajьjъ|обычаей 
jisusъmi|исусми jisusъma|исусма jisusъxъ|исусох 
pomoštьxъ|помощех pomoštьmъ|помощем pomoštьjь|помощей pomoštьma|помощма pomoštьju|помощю pomoštьju|помощю pomoštьmi|помощми 
läxъmь|ляхомь 
darъmi|дарми darъxъ|дарох darъma|дарма 
rabъmь|рабомь 
mečьjъ|мечей 
cṝkъvьnovъ|церковьнов cṝkъvьnami|церковьнами cṝkъvьnaxъ|церковьнах cṝkъvьnamъ|церковьнам cṝkъvьnama|церковьнама cṝkъvьno|церковьно cṝkъvьnoju|церковьною cṝkъvьnomъ|церковьном cṝkъvьni|церковьни cṝkъvьnoma|церковьнома cṝkъvьněxъ|церковьнех cṝkъvьne|церковьне cṝkъvьnъmь|церковьномь cṝkъvьně|церковьне cṝkъvьnu|церковьну cṝkъvьnu|церковьну cṝkъvьny|церковьны cṝkъvьna|церковьна cṝkъvьnъ|церквен 
glasъmь|гласомь 
večerъmь|вечеромь 
radъmь|радомь 
vъnukami|внуками vъnukovъ|внуков vъnukovi|внукови vъnukomъ|внуком vъnukamъ|внукам vъnuky|внукы vъnuci|внуци vъnukoma|внукома vъnukъmь|внукомь vъnuče|внуче vъnucě|внуце vъnuku|внуку vъnuka|внука vъnukaxъ|внуках vъnucěxъ|внуцех vъnukъ|внук 
blagoslovenьjaxъ|благословеньях blagoslovenьjamъ|благословеньям blagoslovenьjovъ|благословеньов blagoslovenьjy|благословеньйы blagoslovenьjěxъ|благословеньех blagoslovenьjoma|благословеньома blagoslovenьjomъ|благословеньом blagoslovenьjъmь|благословеньомь blagoslovenьjami|благословеньями blagoslovenьjě|благословенье blagoslovenьjъ|благословеней blagoslovenьju|благословенью blagoslovenьja|благословенья blagoslovenьjo|благословеньо 
sьrebrami|сьребрами sьrebraxъ|сьребрах sьrebry|сьребры sьrebrěxъ|сьребрех sьrebromъ|сьребром sьrebrъ|сьребр sьrebroma|сьреброма sьrebrъmь|сьребромь sьrebramъ|сьребрам sьrebrovъ|сьребров sьrebrě|сьребре sьrebru|сьребру sьrebra|сьребра sьrebro|сьребро 
gněvъmь|гневомь 
vlastьmi|властьми vlastьxъ|властех vlastьmъ|властем vlastьjь|властей vlastьma|властьма vlastьju|властью vlastьju|властью 
cěsaŕьstvami|цесарьствами cěsaŕьstvovъ|цесарьствов cěsaŕьstvěxъ|цесарьствех cěsaŕьstvamъ|цесарьствам cěsaŕьstvomъ|цесарьством cěsaŕьstvъ|цесареств cěsaŕьstvoma|цесарьствома cěsaŕьstvъmь|цесарьствомь cěsaŕьstvy|цесарьствы cěsaŕьstvě|цесарьстве cěsaŕьstvu|цесарьству cěsaŕьstvaxъ|цесарьствах cěsaŕьstva|цесарьства cěsaŕьstvo|цесарьство 
drugъmь|другомь 
grěšьnami|грешнами grěšьnaxъ|грешнах grěšьnamъ|грешнам grěšьno|грешно grěšьněxъ|грешнех grěšьny|грешны grěšьnu|грешну grěšьni|грешни grěšьnoma|грешнома grěšьne|грешне grěšьnъmь|грешномь grěšьnama|грешнама grěšьně|грешне grěšьnoju|грешною grěšьnomъ|грешном grěšьnu|грешну grěšьnovъ|грешнов grěšьna|грешна grěšьnъ|грешен 
oružьjami|оружьями oružьjě|оружье oružьjamъ|оружьям oružьjixъ|оружьих oružьjemъ|оружьем oružьjь|оружей oružьjema|оружьема oružьjemь|оружьемь oružьji|оружьи oružьju|оружью oružьja|оружья oružьjaxъ|оружьях oružьje|оружье 
plačьmi|плачми plačьxъ|плачех plačьmъ|плачем plačьjь|плачей plačьje|плачье plačьma|плачма plačьju|плачью plačьmь|плачемь 
pečeněgъmь|печенегомь 
beregъmь|берегомь 
činъmi|чинми činъxъ|чинох činъma|чинма 
mladenьcěxъ|младеньцех mladenьkomъ|младеньком mladenьkomь|младенькомь mladenьcě|младеньце mladenьcemъ|младеньцем mladenьcě|младеньце mladenьcema|младеньцема mladenьcixъ|младеньцих mladenьče|младеньче mladenьcemь|младеньцемь mladenьkъ|младенек mladenьci|младеньци mladenьcu|младеньцу mladenьky|младенькы mladenьkoma|младенькома mladenьca|младеньца mladenьcь|младенец 
mṝtvъmь|мертвомь 
učenьjami|ученьями učenьjaxъ|ученьях učenьjě|ученье učenьjixъ|ученьих učenьjemъ|ученьем učenьjь|ученей učenьjema|ученьема učenьjemь|ученьемь učenьji|ученьи učenьja|ученья učenьjamъ|ученьям učenьju|ученью učenьje|ученье 
prazdьnikami|праздьниками prazdьnikaxъ|праздьниках prazdьnikovъ|праздьников prazdьnikovi|праздьникови prazdьnicěxъ|праздьницех prazdьnikomъ|праздьником prazdьnici|праздьници prazdьnikoma|праздьникома prazdьniče|праздьниче prazdьnikъmь|праздьникомь prazdьnicě|праздьнице prazdьniky|праздьникы prazdьniku|праздьнику prazdьnika|праздьника prazdьnikamъ|праздьникам prazdьnikъ|праздьник 
blagověrьnami|благоверьнами blagověrьnaxъ|благоверьнах blagověrьnamъ|благоверьнам blagověrьnama|благоверьнама blagověrьno|благоверьно blagověrьnu|благоверьну blagověrьnoju|благоверьною blagověrьnomъ|благоверьном blagověrьni|благоверьни blagověrьnovъ|благоверьнов blagověrьne|благоверьне blagověrьnъmь|благоверьномь blagověrьně|благоверьне blagověrьny|благоверьны blagověrьnu|благоверьну blagověrьněxъ|благоверьнех blagověrьnoma|благоверьнома blagověrьna|благоверьна blagověrьnъ|благоверен 
posъlami|послами posъlovъ|послов posъlaxъ|послах posъlovi|послови posъlomъ|послом posъly|послы posъlamъ|послам posъli|посли posъloma|послома posъlěxъ|послех posъle|после posъlu|послу posъlъmь|посломь posъla|посла posъlě|после posъlъ|посол 
