wiki_form|generated_match|lcs_match|match_desinence_idx|match_code
пе́йте|пейте|pьjьte|35|17|1
пью́щий||||17|0
пи́вший||||17|0
пи́тый||||17|0
пи́в|пив|pivъ|39|17|1
пи́вши|пивши|pivъši|149|17|1
пла́тье||||nt_jo|0
пла́тья||||nt_jo|0
пла́тьев||||nt_jo|0
пла́тью||||nt_jo|0
пла́тьям||||nt_jo|0
пла́тьем||||nt_jo|0
пла́тьями||||nt_jo|0
пла́тьях||||nt_jo|0
плюю́|плюю|pĺujǫ|1|52_abl|1
плюём|плюем|pĺujemъ|7|52_abl|1
плюёшь||||52_abl|0
плюёте|плюете|pĺujete|6|52_abl|1
плюёт|плюет|pĺujetQ|3|52_abl|1
плюю́т|плюют|pĺujǫtQ|9|52_abl|1
плева́л||||52_abl|0
плева́ли||||52_abl|0
плева́ла||||52_abl|0
плева́ло||||52_abl|0
плюй||||52_abl|0
плюйте||||52_abl|0
плюю́щий||||52_abl|0
плева́вший||||52_abl|0
плюя́|плюя|pĺuję|37|52_abl|1
плева́в||||52_abl|0
плева́вши||||52_abl|0
плаче́вный||||adj_hard|0
плаче́вное|плачевное|plačevьnoje|43|adj_hard|1
плаче́вная|плачевная|plačevьnajǢ|22|adj_hard|1
плаче́вные|плачевные|plačevьnyję̌|15|adj_hard|1
плаче́вного|плачевного|plačevьnogo|3|adj_hard|1
плаче́вной|плачевной|plačevьnъjь|1|adj_hard|1
плаче́вных|плачевных|plačevьnyxъ|17|adj_hard|1
плаче́вному|плачевному|plačevьnomu|4|adj_hard|1
плаче́вным|плачевным|plačevьnymь|6|adj_hard|1
плаче́вную|плачевную|plačevьnǫjǫ|23|adj_hard|1
плаче́вною|плачевною|plačevьnojǫ|27|adj_hard|1
плаче́вными|плачевными|plačevьnymi|20|adj_hard|1
плаче́вном|плачевном|plačevьnomь|5|adj_hard|1
плаче́вен|плачевен|plačevьnъ|7|adj_hard|1
плаче́вно|плачевно|plačevьno|49|adj_hard|1
плаче́вна|плачевна|plačevьna|8|adj_hard|1
плаче́вны|плачевны|plačevьny|21|adj_hard|1
плене́ние||||nt_jo|0
плене́ния||||nt_jo|0
плене́ний||||nt_jo|0
плене́нию||||nt_jo|0
плене́ниям||||nt_jo|0
плене́нием||||nt_jo|0
плене́ниями||||nt_jo|0
плене́нии||||nt_jo|0
плене́ниях||||nt_jo|0
пло́тник||||masc_o|0
пло́тники||||masc_o|0
пло́тника||||masc_o|0
пло́тников||||masc_o|0
пло́тнику||||masc_o|0
пло́тникам||||masc_o|0
пло́тником||||masc_o|0
пло́тниками||||masc_o|0
пло́тнике||||masc_o|0
пло́тниках||||masc_o|0
пло́тский||||adj_hard|0
пло́тское|плотское|plъtьskoje|43|adj_hard|1
пло́тская|плотская|plъtьskajǢ|22|adj_hard|1
пло́тские|плотские|plъtьskyję̌|15|adj_hard|1
пло́тского|плотского|plъtьskogo|3|adj_hard|1
пло́тской|плотской|plъtьskъjь|1|adj_hard|1
пло́тских|плотских|plъtьskyxъ|17|adj_hard|1
пло́тскому|плотскому|plъtьskomu|4|adj_hard|1
пло́тским|плотским|plъtьskymь|6|adj_hard|1
пло́тскую|плотскую|plъtьskǫjǫ|23|adj_hard|1
пло́тскою|плотскою|plъtьskojǫ|27|adj_hard|1
пло́тскими|плотскими|plъtьskymi|20|adj_hard|1
пло́тском|плотском|plъtьskomь|5|adj_hard|1
плоть|плоть|plъtь|22|fem_i|1
пло́ти||||fem_i|0
пло́тей||||fem_i|0
пло́тям||||fem_i|0
пло́тью|плотью|plъtьjǫ|27|fem_i|1
пло́тями||||fem_i|0
пло́тях||||fem_i|0
побью́|побью|pobьjǫ|1|17|1
побьём|побьем|pobьjemъ|7|17|1
побьёшь||||17|0
побьёте|побьете|pobьjete|6|17|1
побьёт|побьет|pobьjetQ|3|17|1
побью́т|побьют|pobьjǫtQ|9|17|1
поби́л|побил|pobilъ|40|17|1
поби́ли|побили|pobili|148|17|1
поби́ла|побила|pobila|146|17|1
поби́ло|побило|pobilo|147|17|1
побьёмте||||17|0
побе́й|побей|pobьjь|29|17|1
побе́йте|побейте|pobьjьte|35|17|1
поби́вший||||17|0
поби́тый||||17|0
поби́в|побив|pobivъ|39|17|1
поби́вши|побивши|pobivъši|149|17|1
пова́ренный||||adj_hard|0
пова́ренное||||adj_hard|0
пова́ренная||||adj_hard|0
пова́ренные||||adj_hard|0
пова́ренного||||adj_hard|0
пова́ренной||||adj_hard|0
пова́ренных||||adj_hard|0
пова́ренному||||adj_hard|0
пова́ренным||||adj_hard|0
пова́ренную||||adj_hard|0
пова́ренною||||adj_hard|0
пова́ренными||||adj_hard|0
пова́ренном||||adj_hard|0
пова́рен|поварен|povaŕenъ|7|adj_hard|1
пова́рено|поварено|povaŕeno|49|adj_hard|1
пова́рена|поварена|povaŕena|8|adj_hard|1
пова́рены|поварены|povaŕeny|21|adj_hard|1
пова́ренный||||adj_hard|0
пова́ренное||||adj_hard|0
пова́ренная||||adj_hard|0
пова́ренные||||adj_hard|0
пова́ренного||||adj_hard|0
пова́ренной||||adj_hard|0
пова́ренных||||adj_hard|0
пова́ренному||||adj_hard|0
пова́ренным||||adj_hard|0
пова́ренную||||adj_hard|0
пова́ренною||||adj_hard|0
пова́ренными||||adj_hard|0
пова́ренном||||adj_hard|0
повеле́ние||||nt_jo|0
повеле́ния||||nt_jo|0
повеле́ний||||nt_jo|0
повеле́нию||||nt_jo|0
повеле́ниям||||nt_jo|0
повеле́нием||||nt_jo|0
повеле́ниями||||nt_jo|0
повеле́нии||||nt_jo|0
повеле́ниях||||nt_jo|0
пова́рня||||fem_ja|0
пова́рни||||fem_ja|0
пова́рен||||fem_ja|0
пова́рне||||fem_ja|0
пова́рням||||fem_ja|0
пова́рню||||fem_ja|0
пова́рней||||fem_ja|0
пова́рнею||||fem_ja|0
пова́рнями||||fem_ja|0
пова́рнях||||fem_ja|0
пови́нный||||adj_hard|0
пови́нное|повинное|povinьnoje|43|adj_hard|1
пови́нная|повинная|povinьnajǢ|22|adj_hard|1
пови́нные|повинные|povinьnyję̌|15|adj_hard|1
пови́нного|повинного|povinьnogo|3|adj_hard|1
пови́нной|повинной|povinьnъjь|1|adj_hard|1
пови́нных|повинных|povinьnyxъ|17|adj_hard|1
пови́нному|повинному|povinьnomu|4|adj_hard|1
пови́нным|повинным|povinьnymь|6|adj_hard|1
пови́нную|повинную|povinьnǫjǫ|23|adj_hard|1
пови́нною|повинною|povinьnojǫ|27|adj_hard|1
пови́нными|повинными|povinьnymi|20|adj_hard|1
пови́нном|повинном|povinьnomь|5|adj_hard|1
пови́нен|повинен|povinьnъ|7|adj_hard|1
пови́нно|повинно|povinьno|49|adj_hard|1
пови́нна|повинна|povinьna|8|adj_hard|1
пови́нны|повинны|povinьny|21|adj_hard|1
повсюду|повсюду|povьxǫdu|0|non_infl|1
погоню́||||51_abl|0
пого́ним||||51_abl|0
пого́нишь||||51_abl|0
пого́ните||||51_abl|0
пого́нит||||51_abl|0
пого́нят||||51_abl|0
погна́л|погнал|pogъnalъ|40|51_abl|1
погна́ли|погнали|pogъnali|148|51_abl|1
погнала́|погнала|pogъnala|146|51_abl|1
погна́ло|погнало|pogъnalo|147|51_abl|1
пого́нимте||||51_abl|0
погони́||||51_abl|0
погони́те||||51_abl|0
погна́вший||||51_abl|0
по́гнанный||||51_abl|0
погна́в|погнав|pogъnavъ|39|51_abl|1
погна́вши|погнавши|pogъnavъši|149|51_abl|1
поги́бну|погибну|pogybnǫ|1|21|1
поги́бнем|погибнем|pogybnemъ|7|21|1
поги́бнешь||||21|0
поги́бнете|погибнете|pogybnete|6|21|1
поги́бнет|погибнет|pogybnetQ|3|21|1
поги́бнут|погибнут|pogybnǫtQ|9|21|1
поги́б|погиб|pogybъ|10|21|1
поги́бли|погибли|pogybli|148|21|1
поги́бла|погибла|pogybla|146|21|1
поги́бло|погибло|pogyblo|147|21|1
поги́бнемте||||21|0
поги́бни|погибни|pogybni|29|21|1
поги́бните||||21|0
поги́бший||||21|0
поги́бши|погибши|pogybъši|149|21|1
подви́жник|подвижник|podvižьnikъ|1|masc_o|1
подви́жники|подвижники|podvižьniki|15|masc_o|1
подви́жника|подвижника|podvižьnika|3|masc_o|1
подви́жников|подвижников|podvižьnikovъ|17|masc_o|1
подви́жнику|подвижнику|podvižьniku|4|masc_o|1
подви́жникам|подвижникам|podvižьnikamъ|18|masc_o|1
подви́жником|подвижником|podvižьnikOmь|6|masc_o|1
подви́жниками|подвижниками|podvižьnikami|20|masc_o|1
подви́жнике|подвижнике|podvižьnikě|5|masc_o|1
подви́жниках|подвижниках|podvižьnikaxъ|19|masc_o|1
подви́жный||||adj_hard|0
подви́жное|подвижное|podvižьnoje|43|adj_hard|1
подви́жная|подвижная|podvižьnajǢ|22|adj_hard|1
подви́жные|подвижные|podvižьnyję̌|15|adj_hard|1
подви́жного|подвижного|podvižьnogo|3|adj_hard|1
подви́жной|подвижной|podvižьnъjь|1|adj_hard|1
подви́жных|подвижных|podvižьnyxъ|17|adj_hard|1
подви́жному|подвижному|podvižьnomu|4|adj_hard|1
подви́жным|подвижным|podvižьnymь|6|adj_hard|1
подви́жную|подвижную|podvižьnǫjǫ|23|adj_hard|1
подви́жною|подвижною|podvižьnojǫ|27|adj_hard|1
подви́жными|подвижными|podvižьnymi|20|adj_hard|1
подви́жном|подвижном|podvižьnomь|5|adj_hard|1
подви́жен|подвижен|podvižьnъ|7|adj_hard|1
подви́жно|подвижно|podvižьno|49|adj_hard|1
подви́жна|подвижна|podvižьna|8|adj_hard|1
подви́жны|подвижны|podvižьny|21|adj_hard|1
подво́рье|подворье|podvorьje|43|nt_jo|1
подво́рья|подворья|podvorьjǢ|45|nt_jo|1
подво́рий||||nt_jo|0
подво́рью|подворью|podvorьju|46|nt_jo|1
подво́рьям|подворьям|podvorьjǢmъ|60|nt_jo|1
подво́рьем|подворьем|podvorьjEmь|48|nt_jo|1
подво́рьями|подворьями|podvorьjǢmi|62|nt_jo|1
подво́рьях|подворьях|podvorьjǢxъ|61|nt_jo|1
подкле́ть|подклеть|podъklětь|22|fem_i|1
подкле́ти|подклети|podъklěti|24|fem_i|1
подкле́тей|подклетей|podъklětьjь|38|fem_i|1
подкле́тям|подклетям|podъklětǢmъ|39|fem_i|1
подкле́тью|подклетью|podъklětьjǫ|27|fem_i|1
подкле́тями|подклетями|podъklětǢmi|41|fem_i|1
подкле́тях|подклетях|podъklětǢxъ|40|fem_i|1
подкрепля́ю|подкрепляю|podъkrěpĺǢjǫ|1|54|1
подкрепля́ем|подкрепляем|podъkrěpĺǢjemъ|7|54|1
подкрепля́ешь||||54|0
подкрепля́ете|подкрепляете|podъkrěpĺǢjete|6|54|1
подкрепля́ет|подкрепляет|podъkrěpĺǢjetQ|3|54|1
подкрепля́ют|подкрепляют|podъkrěpĺǢjǫtQ|9|54|1
подкрепля́л|подкреплял|podъkrěpĺǢlъ|40|54|1
подкрепля́ли|подкрепляли|podъkrěpĺǢli|148|54|1
подкрепля́ла|подкрепляла|podъkrěpĺǢla|146|54|1
подкрепля́ло|подкрепляло|podъkrěpĺǢlo|147|54|1
подкрепля́й||||54|0
подкрепля́йте||||54|0
подкрепля́ющий||||54|0
подкрепля́вший||||54|0
подкрепля́емый||||54|0
подкрепля́я|подкрепляя|podъkrěpĺǢję|37|54|1
подкрепля́в|подкрепляв|podъkrěpĺǢvъ|39|54|1
подкрепля́вши|подкреплявши|podъkrěpĺǢvъši|149|54|1
подлинно|подлинно|podьlinьno|0|non_infl|1
подле|подле|podьlě|0|non_infl|1
по́длинный||||adj_hard|0
по́длинное|подлинное|podьlinьnoje|43|adj_hard|1
по́длинная|подлинная|podьlinьnajǢ|22|adj_hard|1
по́длинные|подлинные|podьlinьnyję̌|15|adj_hard|1
по́длинного|подлинного|podьlinьnogo|3|adj_hard|1
по́длинной|подлинной|podьlinьnъjь|1|adj_hard|1
по́длинных|подлинных|podьlinьnyxъ|17|adj_hard|1
по́длинному|подлинному|podьlinьnomu|4|adj_hard|1
по́длинным|подлинным|podьlinьnymь|6|adj_hard|1
по́длинную|подлинную|podьlinьnǫjǫ|23|adj_hard|1
по́длинною|подлинною|podьlinьnojǫ|27|adj_hard|1
по́длинными|подлинными|podьlinьnymi|20|adj_hard|1
по́длинном|подлинном|podьlinьnomь|5|adj_hard|1
по́длинен|подлинен|podьlinьnъ|7|adj_hard|1
по́длинно|подлинно|podьlinьno|49|adj_hard|1
по́длинна|подлинна|podьlinьna|8|adj_hard|1
по́длинны|подлинны|podьlinьny|21|adj_hard|1
поднима́ю||||52_abl|0
поднима́ем||||52_abl|0
поднима́ешь||||52_abl|0
поднима́ете||||52_abl|0
поднима́ет||||52_abl|0
поднима́ют||||52_abl|0
поднима́л||||52_abl|0
поднима́ли||||52_abl|0
поднима́ла||||52_abl|0
поднима́ло||||52_abl|0
поднима́й||||52_abl|0
поднима́йте||||52_abl|0
поднима́ющий||||52_abl|0
поднима́вший||||52_abl|0
поднима́емый||||52_abl|0
поднима́я||||52_abl|0
поднима́в||||52_abl|0
поднима́вши||||52_abl|0
подо́бный||||adj_hard|0
подо́бное||||adj_hard|0
подо́бная||||adj_hard|0
подо́бные||||adj_hard|0
подо́бного||||adj_hard|0
подо́бной||||adj_hard|0
подо́бных||||adj_hard|0
подо́бному||||adj_hard|0
подо́бным||||adj_hard|0
подо́бную||||adj_hard|0
подо́бною||||adj_hard|0
подо́бными||||adj_hard|0
подо́бном||||adj_hard|0
подо́бен|подобен|podobьnъ|7|adj_hard|1
подо́бно||||adj_hard|0
подо́бна||||adj_hard|0
подо́бны||||adj_hard|0
подниму́||||12|0
подни́мем||||12|0
подни́мешь||||12|0
подни́мете||||12|0
подни́мет||||12|0
подни́мут||||12|0
по́дня́л||||12|0
